comment;rating;senti;lang
Шопинг прошел результативно, удалось заказать все в одном интернет-магазине.;5;1;ru
Дозвонится не реально , звонила на все номера  которые указаны на сайте , к  сожалению , заказать так и не удалось .;1;0;ru
Все замечательно. Сделка прошла успешно.;5;1;ru
спасибо за хороший подход - клиентам и обслуживание))))))));5;1;ru
Хорошо проконсультировали, быстрая отгрузка и доставка. Благодарю !;5;1;ru
Выгодно скупилась, товар весь в идеальном состоянии как и пологается;5;1;ru
Все четко ,но не было подходящего товара...;5;1;ru
Отличньій товар и продавец, рекомендую! ;5;1;ru
Замечательный магазин! Радует разнообразный ассортимент и недорогая цена. Спасибо сотрудникам компании за быстрое и качественное обслуживание!;5;1;ru
Спасибо большое за оказанную помощь в подборе фурнитуры и необходимых комплектующих для мебели. Нашли на вашем сайте всё необходимое и неплохо сэкономили деньги. Всегда приятно обратиться к таким профессиональным и честным продавцам.;5;1;ru
Заказывал в субботу 26 мая 2 разных товара.В понедельник перезвонили уточнить,я сразу оплатил,обещали отправить во вторник.Тишина.В четверг позвонил сам и оказалось,что одного товара нет и если я согласен то отправят один а за второй вернут деньги,я согласился.Вместо возврата денег 4 июня прислали такой же как и первый,который мне не нужен,я понял что возврата денег не будет и забрал.НЕ РЕКОМЕНДУЮ.;2;0;ru
После заказа практически сразу позвонила менеджер и уточнила все детали заказа. Написано что выполняют заказ 15 дней, не знаю как у них получилось, но сделали раньше. Душевая красивая, установил быстро, больше всего радует фурнитура, полностью из нержавеющей стали и в ней не много компонентов. В общем покупкой доволен, рекомендую.;5;1;ru
Спасибо   магазину  за   оперативно выполненный  заказ. Осталась довольна обслуживанием  и товаром.;5;1;ru
Благодарю за быстрое и качественное обслуживание. Сделка прошла успешно. Рекомендую к сотрудничеству.;5;1;ru
заказала у них кухню со стеклянным фартуком. В оговоренный 2-х месячный срок не привези. Когда наконец-то привезли выяснилось, что на стеклянном фартуке брак - темные пятна под пленкой. Потребовала замены. Прошел месяц, привезли стекло, но при установке в районе розетки лопнуло стекло. Ладно, решили оставить, устали уже ждать то стекло, кое-как замаскировала трещину наклейкой. Через какое-то время слышу треск на кухне, Захожу трещина по всей высоте, в нижней части веером. Звоню в контору, а меня уже оказывается заблокировали. Пытаюсь связаться через интернет, с той стороны пришел ответ, что у меня стены кривые. Это при том, что до установки мебели был проведен ремонт кухни  с заменой проводки и выравниваем стен! На требование прислать информацию о производителе стекла, его местонахождении, указать полные свои реквизиты куда претензию присылать, мне не соизволили даже ответить. По электрике вопросы- половина освещения не включается, кнопка уже сломалась. Мебель самого низкого качества, Пленочное покрытие в районе духовки повредилось, хотя меня уверяли, что ничего не будет. Внутри мебели проделаны отверстия непонятно для чего, потом закрашены производителем краской, (видимо не пригодились). На видимой части мебели вздутия. Металлические элементы проржавели, крепеж на нижней дверце сломался, заменили, Никому не советую покупать мебель у ИП Журавковой, Возьмут дорого, а качества никакого! Позор!!! ;1;0;ru
Купила классную сумочку, фурнитура замечательная. Все отлично.;5;1;ru
Магазин во-время отправил купленные часы. Рекомендую.;5;1;ru
Магазином в целом осталась довольна. Быстро связались, на следующий день уже получила товар. Единственное выслали не ту модель, которую заказывали.  Но это было на подарок, человек остался доволен. Спасибо.;5;1;ru
Очень хорошо и быстро выполнен заказ.;5;1;ru
Коммуникабельные операторы, компетентные, серьёзный подход в работе, доволен результатом полностью всего процесса покупки.;5;1;ru
Заказ выполнен. Всё ок. Продавца могу советовать.;5;1;ru
спасибо супер, покупаю у вас очень часто! все просто на высоте!!!;5;1;ru
Платье хорошее, по параметрам подошло) очень нравиться))) буду еще заказывать!!! ;5;1;ru
Здравствуйте! Работаю по системе дропшипинг, и мне нравится продукция, очень много интересных товаров, очень вежливые и приятные менеджеры, но есть очень большое  НО нет возможности видеть реальное наличие товара и из за этого теряется половина покупателей, что очень расстраивает((((, Очень надеюсь, что все таки этот момент в работе исправят. ))));4;1;ru
Заказывали постельное в кроватку, качество отличное. Связались быстро, менеджер была приятной в разговоре, помогла подобрать цвет. В тот же день заказ был отправлен. Очень оперативная компания! Спасибо большое, будем общаться к Вам ещё);5;1;ru
"Порядочный и ненавязчивый продавец.
Связался со мной быстро и без труда удалось встретиться получить товар. 
Товар соответствует описанию: пластиковый, легкий по весу, на вид сделан аккуратно, на полочке смотрится достойно) ";5;1;ru
Все хорошо. Оплатили по счету получили товар с документами. Спасибо!;5;1;ru
Сделка прошла отлично!  Рекомендую к сотрудничеству!;5;1;ru
На отрывных гаррантийных талонах не было печатей магазина;4;1;ru
Заказывал крышку и заднюю половину телефона. С задней половиной проблемы. В описании - просто написано что б\у, после покупки оказалось, что эта рамка сломана в 3-х местах, кроме того отбиты бортики, мало того что её в таком виде проблематично закрепить, так ещё вид на телефоне ужасный. Вообщем, после серьёзного падения продали, но не указали в описании.    Человек  просто обманул.;2;0;ru
Со мной не связались;1;0;ru
Отказались отправить в связи с наличием отзыва про отказ забора товара по наложке сипредыдущих заказов. Со своей стороны было предложено оплатить предварительно доставку в обеистороны, на случай отказа - получил отказ. Предложил выставить счет от фоп на физ лицо - получил отказ. Со своей стороны, считаю дейтельность не законной. Буду вынужден оьратится в проверяющие органы с целью осуществления контроля и соответствии деятельсно согласно с законодательством Украины;1;0;ru
Спасибо большое ребятам за оперативность и серьезный подход к своему делу! Всё подсказали и рассказали, ответили на все вопросы) Порадовало качество платья! Я осталась довольна и с удовольствием ещё буду у Вас заказывать!)));5;1;ru
Товар пришел быстро, продавцы работают качественно, после звонка сразу оформил заказ, он был быстро принят, а товар в этот же день был отправлен. Кроссовки неплохого качества, но на них были следы клея возле баллона, не скажу что полностью доволен качеством, но за эту цену довольно приемлимо;4;1;ru
Молодцы! всё отлично!;5;1;ru
Товар  доставили в  точно оговоренные  сроки, мне  понравилось корректное  отношение  к покупателю и  лояльная  система  сервиса. Рекомендую.;5;1;ru
ОТличный магазин для качественных покупок. Спасибо;5;1;ru
Продавец ответственный, связался быстро! Довольна книгами, спасибо!;5;1;ru
 Молодцы всё отлично!!!;5;1;ru
Покупал люверсы и инструмент для их установки. Товаром доволен. Вежливый продавец подсказал какой инструмент мне лучше подойдет.;5;1;ru
"Здорово что есть такие магазины где и проконсультируют, и посоветуют,  и товар нужный быстро доставят.
Рекомендую.";5;1;ru
"Все было хорошо.И связались со мною быстро, и заказ получила в срок. Одно очень плохо - из ассортимента исчез дезодорант ""Malizia- зеленый чай"". Почти два года не могу его купить. Очень огорчена.";5;1;ru
Работал с данной компанией. Все делают в срок. Очень хорошо консультируют и решают нерешаемые вопросы. Поставленная задача по регистрации компании была выполнена в срок.  Рекомендую!;5;1;ru
Демократичная цена привлекла внимание. Сработали оперативно, на третий день заказ у меня.;5;1;ru
благодаря  этому  магазину   украшаю  квартиры и загородные  дома клиентов оригинальными   дизайнерской  мебелью.   все  довольны!;5;1;ru
Заказ-созвон-согласование-отправка-получение. Все как должно быть.;5;1;ru
Нормальная компания. Ответили быстро и четко. Рекомендую всем.;5;1;ru
Добрый день! Хороший магазин, быстро отправили. Красивая сумка!;5;1;ru
Хотя товара (корм для собак РеалМобилити, 14 кг) в момент обращения на складе не оказалось, его оперативно нашли и отправили на следующий день. При этом на всех этапах менеджер Артур информировал меня о фактической ситуации. Спасибо за такое отношение к клиентам. Буду обращаться еще );5;1;ru
хорошие чехлы и недорогие;5;1;ru
Все отлично , вот только ждала долго с деливери , если нужно быстро то лучше новая почта)) а так я довольна заказом;4;1;ru
Спасибо огромное за оперативность ! Очень довольна покупкой- купила спортивный комплект- качество супер, особенное спасибо за быструю доставку !;5;1;ru
Меня в магазине ничего не смутило, заказ выполнили спокойно и быстро ;5;1;ru
За время нашей совместной работы,более 5 лет,сотрудники компании показали себя высокими профессионалами, которые следят за качеством выполняемой работы и учитывают пожелания Заказчика,выполняют оперативно,берутся за срочные заказы.Спасибо.Татьяна.;5;1;ru
Пришло время прятать деток от солнышка, я для этих целей купила панаму. Вообще, считаю, что мне повезло найти этот магазин, так как панама красивая и стильная, а цена вообще классная!) ;5;1;ru
"Контора торгует несуществующим товаром.
Не смотря на то, что отзывы на сайте банально куплены на раскрутке---даже ихнее количество не перекрывает правдивость настоящих ОТРИЦАТЕЛЬНЫХ отзывов об этом 'сервисе'.";1;0;ru
"Благодарю за быстрое и внимательное обслуживание, отдельная благодарность за качественный товар по ""вкусной"" цене. Рекомендую всем ";5;1;ru
Профессиональное отношение к клиенту.;5;1;ru
Писала отзыв ранее, не понимаю -  почему его нет на сайте компании ?! Не поленюсь повториться - прекрасное обслуживание, качество товара (бюстгальтеры) отличное. Менеджер - абсолютно владеет информацией и умело подскажет ответ на любой вопрос. Спасибо за обслуживание  и рекомендую всем! С Уважением, Наталья Азарова.;5;1;ru
Сама цена книги хороша, а вот за доставку дорого. Мне писали, что за доставку мне обойдётся 26 грн , а я заплатил 360 грн. ;4;1;ru
Спасибо за Вашу хорошую работу. Товаром доволен буду заказывать еще.;5;1;ru
Взяла пинеточки, одни беленькие под платье нарядное, вторые на каждый день)) Выбор понравился!) ;5;1;ru
Я думал, что это шутка. Никто не связался со мной и я звонил сам, никто не подумал трубки. ;1;0;ru
"Как показала практика, обслуживание и сервис у компании на высоте.
Рекомендую.";5;1;ru
Качество ткани и швов ужасное это полбеды, а когда я получила костюм сине-черный, а не тот о котором договаривались просто не было слов! Похабщина какая-то. И размер 52 на моего мужа был очень мал, соответствовал скорее 48. Нет смысла пересылать опять Новой Почтой за свой счет туда-обратно. Мне выйдет в стоимость этого костюма((( ;1;0;ru
Модуль зажигания подошел. Всё классно буду делать покупки и в дальнейшем.;5;1;ru
Это первая компания, через которую я начал работать с Китаем. Работаю с начала 2017. Я очень рад что мой опыт начался именно с этой компании, т.к. тут все процессы проходят в автоматическом режиме и прислушиваются к пожеланиям и замечаниям. На сегодняшний день проанализировал работу многих логистических операторов и с уверенностью могу отметить, что Delivery4you  соответствует критерию цена-качество. За что огромное спасибо! ;5;1;ru
"Рекомендую. 
Все быстро и качественно.";5;1;ru
Спасибо, все быстро, четко и отлично!;5;1;ru
Добрый день!!!Заказали нашей доце кровать л6!Очень классная,все выполнено в сроки,(даже раньше на неделю,что очень приятно удивило)!Качество супер,цвет очень понравился,матрац тоже отличный!Наша семья в восторге!!!Очень советую,делайте заказы и не переживайте !!!!Большое спасибо Николаю,всегда на связи ,всегда помежет и соорентирует по заказу!!!Хороших продаж !!!!!!;5;1;ru
Не связались. В заказах отменили заказ. ПЛОХО. .. если нет товара или не работаете то убиретесь. Зря  время потратил!!!;1;0;ru
Здравствуйте  меня  интересует , а зима у вас будет  обновление. Покупали у вас уже. Довольны. Хотим ещё  зимние купить. ;5;1;ru
"Все было хорошо.И связались со мною быстро, и заказ получила в срок. Одно очень плохо - из ассортимента исчез дезодорант ""Malizia- зеленый чай"". Почти два года не могу его купить. Очень огорчена.";5;1;ru
Спасибо, что быстро отправили мой заказ, буду к вам обращаться еще))) ;5;1;ru
спасибо,за отличную работу,заявкой довольна, буду обращаться ещё!;5;1;ru
Организованность, оперативность, на высшем уровне. Доставка в срок. Претензий нет. Успехов!!;5;1;ru
"Магазин ""Дермо"". Товар прислали не рабочий, менять отказались.";1;0;ru
"Прекрасная компания, прекрасная продукция. Брали маслянную морилку Varathane для своей мебели ручной работы, качеством полученного товара очень довольны. Будем работать дальше!
Интернет магазин ""Империя Мебели""";5;1;ru
"Менеджер связался быстро.Ответил на все вопросы.
Товар забрали самовывозом со склада.
Цена-товар соответствует.
Анна Леонидовна";5;1;ru
Только что получил подшипник, спасибо за то, что так быстро! ;5;1;ru
Надежная компания, быстрая доставка! Рекомендую к сотрудничеству! ;5;1;ru
Все хорошо, быстро и качественно.;5;1;ru
Качественное обслуживание, быстрая доставка. Товар очень понравился.;5;1;ru
Обслужили качественно. Всем рекомендую;5;1;ru
Все быстро и честно. Оплачивал по предоплате, все получил.;5;1;ru
Сегодня получила спорт. костюм ,качество ужасное, не соответствует тому что на фото. ;1;0;ru
Додзвонилась с первого раза, зарезервировали товар, муж приехал и забрал. Цена вполне удовлетворила. Спасибо! Успехов компании!;5;1;ru
Всё ок. Ребята молодцы, работают оперативно.;5;1;ru
Хороший товар по выгодной цене, качество нормальное.  Буду ещё  заказывать!!;5;1;ru
Ответственный продавец, быстрая доставка! Магазин понравился, моя оценка 5+;5;1;ru
Никому не рекомендую, купив лампу. она в первый же день воняла на весь дом, жикость внутри мутная. будто она на складе лет 8 лежала. после 5 часов работы лампочка сгорела и реостат накрылся, компания решила не возвращать товар. т.к по их мнению нарушены правила обмена, т.е лампочка сгорела и это я виноват. не советую покупать;1;0;ru
Благодарю за своевременную отправку;5;1;ru
Заказывала тут первый раз по совету друзей, я им конечно сейчас очень благодарна и довольна своей покупкой, и сказала уже им об этом...;5;1;ru
дуже оперативно прийняли замовлення;5;1;ru
Очень часто покупаю в этом магазине. Всегда оперативно, товар очень качественный;5;1;ru
Всё прошло на высшем Европейском уровне.;5;1;ru
Понравился товар. В реальности смотрится хорошо.;5;1;ru
Покупал в этом магазине.  Качество товара отличное, и цена порадовала, ниже чем в других интернет-магазинах. Заказ был оформлен оперативно. ;5;1;ru
Из-за кризиса мой бизнес сильно просел в доходности. Нужно было срочно уменьшать расходы, чтобы остаться на плаву. Я решил попытаться сэкономить на логистике из Китая и начать возить сборные грузы обычной доставкой. Изучив различные предложения, я остановился на компании Delivery4you . Мне понравилась стоимость ее услуг, а также тот факт, что все трудности она берет на себя. Мне нужно только оставить заявку и получить свой товар. На данный момент я везу через нее уже третью партию товара. Первые две доставки прошли гладко, груз привезли вовремя, ничего не повредили. Надеюсь, и в дальнейшем они будут также оперативно и качественно работать.;5;1;ru
Оператор очень фонил, перезванивал с паузами в пару дней. Если что-то нужно срочно не рекомендую.;3;0;ru
Связались быстро, обслужили вежливо, но не предупредили, что набор игрушек будет не полным! Заказывала игрушечный набор Скай и Эверест из мультфильма Щенячий патруль, а получила на почте только Скай, Эверест была вынята кем то из набора. Мой ребёнок очень расстроен!!! Теперь никогда не буду заказывать наборы из которых можно что то вытащить, через интернет(((;1;0;ru
Работают быстро и качественно, что не может не радовать. Если понадобится буду обращаться ещё. ;5;1;ru
товар пришел всё отлично ;5;1;ru
Продавец связался в течении получаса , отправили в тот же день .;5;1;ru
Всем довольна, спасибо огромное! Побольше бы таких добросовестных продавцов.;5;1;ru
Писала отзыв ранее, не понимаю почему не опубликован. Прекрасное обслуживание, высокое качество товара (бесшовные, без резинки, носки). Заказываю второй раз уже не только мужу, а на семью. Спасибо, удачи в работе! Буду обращаться еще не раз. С уважением, Наталья Азарова.;5;1;ru
супер отличное  понравилось;2;0;ru
Заказ получила в срок и без опозданий. Качественный товар, мне очень понравился. Впредь буду к вам обращаться.;5;1;ru
Все понравилось - качество товара и обслуживания! ;5;1;ru
Отличный рюкзак! Я в восторге! Очень приятный сотрудник, все условия вежливо и доступно объяснил. Товар был отправлен сразу же после подтверждения заказа. Сервисом очень доволен!;5;1;ru
Я заказывал в данном магазине. Все отлично. Хороший товар по выгодной цене, качество нормальное. ;5;1;ru
Связались и отправили сразу.Дошла посылка за день в идеальном состоянии и соответствии с описанием.Опробовал все замечательно играется;5;1;ru
Отличное обслуживание!;5;1;ru
Все было оперативно и  вовремя и и без задержек.;5;1;ru
 Купила Бишофит кристаллический  5 кг. Спасибо продавцу! Очень доброжелательно, внимательное отношение. Качественный товар, удобная расфасовка для курса ванн. Спасибо за подарок! Буду заказывать еще. Надеюсь выздороветь после сложнейшего перелома.;5;1;ru
В принципе нормально...но зачем пуговицы срезать?...ещё и не все...))))));4;1;ru
Товара не было в наличии! Нужно обновлять информацию о товарах!;2;0;ru
Покупала телефон в этом магазине, покупкой осталась довольна. В магазине представлен большой ассортимент по доступной цене. Телефон хорошего качества, обладает хорошими характеристиками.;5;1;ru
хорошое вовремя пришло;2;0;ru
Доставка за день, качество оригинал, я доволен, благодарю.;5;1;ru
Заказ пришел, к работе менеджера претензий никаких. Швабра для мойки окон выглядит ничего себе, но посмотрим как поведет себя в  работе и на сколько её хватит. На сайте написали , что произвели окномойку в Польше, на швабре написано в Китае. Зачем выдумывать.;4;1;ru
Спасибо! Очень довольна вниманием, советом, обслуживанием. Товар качественный, цена соответствует. Желаю Вам успеха. Буду пользоваться интернет-магазином и советывать друзьям . СПасибо. Удачи.;5;1;ru
Я уже не первый раз делаю здесь покупки. Доставка в срок.  Успехов!!;5;1;ru
После заказа, со мной так и не связались. ;1;0;ru
Заказывали флаера и двухсторонние визитки. Остался очень доволен!!)Менеджер по телефону ответила на все интересующие вопросы,а дизайнер,Юленька, помогла с выбором визиток, была предельно вежлива, а своей творческой идеей превзошла все наши ожидания! Очень современный, креативный подход. Качество продукции порадовало и скорость выполнения заказа тоже! Спасибо огромное за Вашу работу!) Буду заказывать еще) Успехов вам!!!! ;5;1;ru
Доставили мою посылку в срок! Рекомендую. ;5;1;ru
Связались очень быстро(в течении 10 мин.). Товар полностью соответствовал описанию. Цена-качество вполне устраивает. Вежливый менеджер. Рекомендую. Буду и дальше пользоваться вашими услугами.;5;1;ru
В кеды сразу влюбилась, как только распаковала!) Магазин суперский! Спасибо! ;5;1;ru
Не первый раз заказываю,все супер 👍🏻Отправка быстрая и соответствует описанию)Рекомендую!;5;1;ru
Сделка не состоялась.;3;0;ru
"Все хорошо. Даже отправленный в субботу заказ приехал в воскресенье - вот этого точно не ожидал; думал будет в понедельник. Спасибо. Рекомендую.";5;1;ru
Менеджер компании связался очень быстро. После уточнения характеристик изделия и условий оплаты и доставки, товар был отправлен в тот же день, и уже на следующий день доставлен. На этом положительное впечатление заканчивается. Вместо заказанных часов артикул VST-872-S-1 были присланы часы VST-872, которые по своим характеристикам и комплектации не ответствуют указанным на сайте (в частности, адаптера питания в комплекте не оказалось, не отображается влажность...). неоднократная попытка связаться по телефону с менеджером не увенчалась успехом. Заниматься пересылкой товара - это трата времени и средств (при его стоимости)!!! Сожалею, однако впечатление от работы компании весьма неоднозначное.  Насчет рекомендации данной компании - не уверен!;3;0;ru
Спасибо я своим заказом довольна) Оператору огромное спасибо что быстро среагировали) ;5;1;ru
Делая заказ в данной компании , заказывайте услугу контрольное взвешивание, так как моя посылка была оформлена от 26.05 числа а в Киев доставлена только 30.05 числа. И это новой почтой?  За посылку я заплатила 68 грн фактический вес 10 кг указан в накладной. Но при повторном взвешивании в отделении новой почты- фактический вес оказался 3,5 кг. Есть разница? -И так кажлый магазин на этом сайте который работает тоьько с новой почтой. Тогда возникает вопрос - почему я должна пепеплачивать за доставку? Почему магазин ставит в накладной фактический  вес который им удобно? Отвратительно!!!!??;2;0;ru
Быстро связались, уточнили наличие товара и на следующий день я получила заказанную обувь.;4;1;ru
"- товар отправили не того цвета
- обещали на почтомат...оказалось не знали, что необходима полная предоплата, оплатил..
- почтомат оказался нерабочий...позвонили, уточнили на какое отделение новой почты отправить, сказал....ошиблись и отправили на окраину города...(вообще соседний населенный пункт)...было весело добираться...
- в результате - только ""положительные"" эмоции от заказа......просто МОЛОДЦЫ....так держать!!";1;0;ru
Заказывала штатив для телефона, отправили в этот же день) Все отлично, и качество и цена) Спасибо;5;1;ru
Покупками НЕ довольна ,платье очень отличается от картинки цвет тусклый не соответствует,штаны пришли с дыркой, кросовки заказывала 39р.пришли 40.Заказ из трех товаров ни одного удачного,вот почему компании работают по предоплате,наплевательское отношение к клиенту.;2;0;ru
Добрый день! Сделал заказ №53127421, может кто-то свяжется со мной? Номера не отвечают. ;1;0;ru
добрый день покупаю уже не впервые все супер товар получила все как всегда отлично удачных вам продаж ;5;1;ru
Очень все понравилось - быстро, качественно, профессионально. Всем рекомендую покупать в этом магазине, не пожалеете и получите удовольствие от покупки!;5;1;ru
"Никому не рекомендую с ними сотрудничать. Заказывала комплект нижнего белья в нужной мне расцветке. В примечании к заказу даже специально сделала пометку «Нужна именно эта расцветка». В результате мне прислали белье нужного размера, но расцветка была такая примерно как носит моя пятилетняя дочка – конфетно-розовое и белое. 
На мои просьбы решить эту ситуацию, мне по телефону сначала сказали, что белье они не меняют (упаковку естественное не открывала), а потом сообщили, что обменяют с оплатой мной доставки им и обратно. То есть я должна выложить 70 грн за доставку за их явный просчет. 
В общем, хотите получить белье самой не продаваемой расцветки и попасть на деньги – обращайтесь в этот магазин. ";1;0;ru
Мне не понравилось купить нельзя заказать,дозвонитса не возможно;1;0;ru
Здорово, что мне посоветовали этот интернет магазин. Буду покупать регулярно. ;5;1;ru
хорошего качества товар. связались на следующий день. ;5;1;ru
заказаны были мужские шорты. качество просто ужасное. шорты серые а карманы внутри оранжевого цвета. сразу видно что шились в подвале. к менеджерам компании претензий нет. Трикотаж самаго худшего качества.;3;0;ru
Огромное  спасибо!!! Заказ   получен!;5;1;ru
Советую всем сотрудничать! ;5;1;ru
Не первый раз заказываю. нравиться сервис и качество товара.;5;1;ru
В Scheppach отлично умеют организовать продажу. Это касается того, как быстро перезванивает менеджер, какой информацией владеет и как быстро товар отправляют. От меня за все это пятерка с плюсом! ;5;1;ru
пришли быстро спасибо ;5;1;ru
качественно, быстро;5;1;ru
Все на высшем уровне.Все исправное.Быстрая доставка,надежность !огромное спасибо!;5;1;ru
куплены были шорты. трикотаж ужасного качества. серые шорты а корманы внутри оранжевые да еще и ткань стекло. сразу видно что шили в подвале.  Не рекомендую компанию только из - за КАЧЕСТВА товара. ;3;0;ru
Заказал через корзину на Пром юа. но оплатил с смс на телефон с концами. Полку для обуви не отправили и трубку не берут . ;1;0;ru
 Доставили быстро, цены умеренные. спасибо за работу. ;5;1;ru
Заказывала платье-боди с кардиганом, качество отличное, цвет как на картинке, размер брала на вырост, как раз подошол. Доставили быстро. Спасибо, будем заказывать еще!!!;5;1;ru
"Купила ""Босоножки женские Estomod натуральная кожа, цвет черный (каблук, комфорт, Турция), все отлично, размер подошел, удобные.  Компанию рекомендую. Спасибо.";5;1;ru
Очень хороший магазин! Сделал заказ, модуль на sony, пришёл быстро но с заводским браком. Отправил для замены. Приятно удивлён, всю пересылку оплатил магазин. Большая редкость! Второй рабочий, всё отлично! Огромное вам спасибо!!!;5;1;ru
Перезвонили через 1 минуту, скинул деньги, через 5 минут прислали код. Вся покупка (с учётом покупки игры у маков) заняла менее 10 минут. Отличный сервис! Теперь только тут и буду брать карты пополнения;5;1;ru
заказ выполнен , цена товара устраивает, но исполнитель не поставил в известность, что пересылка и процент с покупки оплачивать пришлось мне. ;3;0;ru
менеджер молодец. все вопросы решает быстро и без лишних вопросов. качество товара нормальное.;4;1;ru
На свой страх и риск, доверила продавцу подобрать на меня правильный размер, сообщив свои параметры. Получив заказ (купальник и шорты), была дико рада 😁, т.к. все село идеально и качество хорошее. Спасибо вам огромное, будем общаться ещё))). ;5;1;ru
 Организованность, оперативность, слаженность работы. Доставка в срок. ;5;1;ru
